Polling Location Name,Venue Name,Type,Electorate 1,Electorate 2,Property Name,Flat Number,Street Number,Street Name,Street Type,Locality,Postcode,Melway/Vicroads Ref,Longitude,Latitude
Dorset,Dorset Primary School,Voting Centre,Croydon District,,,,1-11,Rescorla,Avenue,Croydon,3136,50 K7,145.285591000146,-37.8099909998762
Eastwood,Eastwood Primary School,Voting Centre,Ringwood District,,,,49a,Alexandra,Road,Ringwood East,3135,50 C9,145.253057407671,-37.8165671941418
Southwood,Great Ryrie Primary School,Voting Centre,Bayswater District,Ringwood District,,,,Great Ryrie,Street,Heathmont,3135,49 K11,145.238237450145,-37.8239541665431
Heatherdale,Heatherdale Pre-School,Voting Centre,Ringwood District,,,,12,Purches,Street,Mitcham,3132,49 C10,145.208386000144,-37.8204389998764
Heathmont West,Heathmont College,Voting Centre,Bayswater District,,,,,Waters,Grove,Heathmont,3135,63 H3,145.232257000145,-37.8383049998768
Heathmont East,Heathmont East Primary School,Voting Centre,Bayswater District,,,,,Armstrong,Road,Heathmont,3135,64 D1,145.257110533478,-37.8304007582099
Kalinda,Kalinda Primary School,Voting Centre,Croydon District,,,,,Kalinda,Road,Ringwood,3134,50 C1,145.253878316812,-37.7898007748758
Knoxfield North,Kent Park Primary School,Voting Centre,Ferntree Gully District,,,,17,Greenaway,Drive,Ferntree Gully,3156,73 E3,145.262971183479,-37.883147033211
Studfield East,Knox Central Primary School,Voting Centre,Ferntree Gully District,,,,,Darwin,Road,Boronia,3155,64 C9,145.254563925145,-37.8611299332106
Knox Gardens,Knox Gardens Primary School,Voting Centre,Ferntree Gully District,,,,80,Argyle,Way,Wantirna South,3152,72 H3,145.228913075145,-37.8824109998776
Mitcham,Mitcham Uniting Church Hall,Voting Centre,Ringwood District,,,,559-563,Whitehorse,Road,Mitcham,3132,48 K8,145.196464000144,-37.8153999998763
Mountain Gate,Mountain Gate Primary School,Voting Centre,Ferntree Gully District,,,,,Adele,Avenue,Ferntree Gully,3156,73 G4,145.269507114748,-37.8863658639191
Nunawading East,Mullauna Secondary College,Voting Centre,Ringwood District,,,,456,Springfield,Road,Nunawading,3131,48 J6,145.190608028607,-37.8078208905136
Norwood,Norwood Secondary College,Voting Centre,Ringwood District,,,,,Byron,Street,Ringwood,3134,49 K4,145.238456441532,-37.7995176733692
Wantirna West,St Luke's Primary School,Voting Centre,Ferntree Gully District,Bayswater District,,,25,Stokes,Road,Wantirna,3152,63 J7,145.234897458478,-37.8535508332104
Templeton,Templeton Primary School,Voting Centre,Ferntree Gully District,,,,1,Crestdale,Road,Wantirna,3152,63 H9,145.232151400145,-37.8611284832106
Flamingo,The Knox School,Voting Centre,Ferntree Gully District,,,,220,Burwood,Highway,Wantirna South,3152,63 E10,145.219111250144,-37.8645788332106
Tinternvale,Tinternvale Primary School,Voting Centre,Ringwood District,Croydon District,,,,Tintern,Avenue,Ringwood East,3135,50 F9,145.265177766812,-37.8181306248764
Tinternvale,Tinternvale Primary School,Voting Centre,Ringwood District,Bayswater District,,,,Tintern,Avenue,Ringwood East,3135,50 F9,145.265177766812,-37.8181306248764
Wantirna North,Wantirna College,Voting Centre,Ferntree Gully District,,,,90,Harold,Street,Wantirna,3152,63 H8,145.230186475145,-37.8574135582105
Wantirna,Wantirna Primary School,Voting Centre,Ferntree Gully District,,,,120,Mountain,Highway,Wantirna,3152,63 E8,145.216509225144,-37.8564133665438
Ferntree Gully West,Wattleview Primary School,Voting Centre,Ferntree Gully District,,,,,Wattletree,Road,Ferntree Gully,3156,73 J1,145.277763541812,-37.8760519332109
Wakefield,Whitehorse Primary School,Voting Centre,Ringwood District,,,,70-86,Junction,Road,Blackburn North,3130,48 D6,145.167576850381,-37.808470109673
Yarra Road,Yarra Road Primary School,Voting Centre,Croydon District,,,,222-228,Yarra,Road,Croydon North,3136,36 H7,145.272818591812,-37.7665019832087
Nunawading,1st Nunawading Scout Hall,Voting Centre,Ringwood District,,,,1,Mark,Place,Nunawading,3131,48 E8,145.173893000143,-37.8145929998763
Ringwood East,4th Ringwood Scout Hall,Voting Centre,Ringwood District,,,,,Mines,Road,Ringwood East,3134,50 A7,145.244728191812,-37.8086102415428
Ferntree Gully,Ferntree Gully Senior Citizens Hall,Voting Centre,Ferntree Gully District,,,,160,Underwood,Road,Ferntree Gully,3156,74 C2,145.295834000146,-37.8814739998776
Glen Park,Glen Park Community Centre,Voting Centre,Bayswater District,,,,30,Glen Park,Road,Bayswater North,3153,64 H2,145.272933925145,-37.83423853321
Ringwood South,Maroondah Federation Estate,Voting Centre,Ringwood District,,,,32,Greenwood,Avenue,Ringwood,3134,49 H10,145.230837000145,-37.8199079998764
Lincoln,Monkami Centre Inc,Voting Centre,Croydon District,,,,2-6,Dixon,Avenue,Croydon,3136,37 B12,145.291370175146,-37.7860052582091
The Basin,St Bernadette's Catholic Primary School,Voting Centre,Bayswater District,,,,1264,Mountain,Highway,The Basin,3154,65 F7,145.311055091304,-37.8534685492287
Mooroolbark,St Peter Julian Eymard Parish Centre,Voting Centre,Croydon District,,,,240,Hull,Road,Mooroolbark,3138,51 G1,145.315577875146,-37.7875943082091
Charlton,Charlton Senior Citizens Centre,Voting Centre,Ripon District,,,,1,High,Street,Charlton,3525,28G6,143.348205000107,-36.2673159998453
Creswick,Creswick Neighbourhood Centre,Voting Centre,Ripon District,,,,19-21,Victoria,Street,Creswick,3363,583 R8,143.892292308451,-37.4221606415351
Bairnsdale West,Bairnsdale West Primary School,Voting Centre,Gippsland East District,,,,,Wallace Street (access via McKean,Street),Bairnsdale,3875,688 E7,147.608661555467,-37.8234502180091
Lucknow West,Lucknow Primary School,Voting Centre,Gippsland East District,,,,,Balmoral,Crescent,Eastwood,3875,84C7,147.630725791369,-37.8136525552256
Marlo,Marlo Primary School,Voting Centre,Gippsland East District,,,,,Jorgensen,Street,Marlo,3888,684 B4,148.535040000211,-37.7962699998759
Bonnie Doon,Bonnie Doon Community Centre (Library),Voting Centre,Eildon District,,,,75,Arnot,Street,Bonnie Doon,3720,62 F2,145.852598000157,-37.0255759998605
Mildura City Central,Mildura Senior Citizens Centre,Voting Centre,Mildura District,,,,129-133,Tenth,Street,Mildura,3500,3D4,142.158106,-34.187487
Tatura,Tatura Primary School,Voting Centre,Shepparton District,,Corner Service and Albert Streets,,,(access via Service,Street),Tatura,3616,671 N5,145.22992,-36.44497
Wangaratta West,Wangaratta West Primary School,Voting Centre,Ovens Valley District,,,,47-49,Phillipson,Street,Wangaratta,3677,664 D8,146.304420000166,-36.3541299998471
Horsham South,Green Park Kindergarten,Voting Centre,Lowan District,,,,20,Williams,Road,Horsham,3400,40 E5,142.208767000084,-36.7262819998545
Wattle Park,9th Box Hill Scout Hall,Voting Centre,Burwood District,,,,1228,Riversdale Road (enter via Rotary,Court),Box Hill South,3128,61 C3,145.120554400142,-37.8392976082101
Ashburton,Ashburton Primary School,Voting Centre,Burwood District,,,,,Fakenham,Road,Ashburton,3147,60 E9,145.083810000142,-37.8622099998772
Bannockburn,Bannockburn Cultural Centre,Voting Centre,Polwarth District,,,,27,High,Street,Bannockburn,3331,488 D6,144.171020050123,-38.0473404498809
Eaglehawk West,Bendigo Badminton and Table Tennis Complex,Voting Centre,Bendigo West District,,,,,Victoria,Street,Eaglehawk,3556,603 M11,144.248458000125,-36.7259770081879
Bentleigh West,Bentleigh West Primary School,Voting Centre,Bentleigh District,,,,23,Brewer,Road,Bentleigh,3204,77 B1,145.026770000141,-37.9205899998784
Clunes,Clunes Primary School,Voting Centre,Ripon District,,,,1,Canterbury,Road,Clunes,3370,584 E3,143.792110000116,-37.2907499998658
Mount Clear,Damascus College,Voting Centre,Buninyong District,,,,1412,Geelong,Road,Mount Clear,3350,76 F3,143.868851244637,-37.6120703039769
Kingsville West,Kingsville Kindergarten,Voting Centre,Footscray District,,,,35a,Roberts,Street,West Footscray,3012,41 G5,144.871271,-37.804198
Knox Park,Knox Park Primary School,Voting Centre,Ferntree Gully District,,,,117,Kathryn,Road,Knoxfield,3180,73 C3,145.251400000145,-37.8836299998777
Oakleigh North,Oakleigh Occasional Care Centre - Chadstone,Voting Centre,Oakleigh District,,,,22,Cabena,Crescent,Chadstone,3148,69 H5,145.095900000142,-37.8908149998778
Cheltenham West,Olympic Avenue Kindergarten,Voting Centre,Sandringham District,,,,28,Olympic,Avenue,Cheltenham,3192,77 F12,145.046478198243,-37.961858293451
Waubra,Waubra Primary School,Voting Centre,Ripon District,,,,2110,Sunraysia,Highway,Waubra,3352,58 C7,143.634460000113,-37.3538399998671
Mulgrave,Wellington Reserve Community Centre (Neighbourhood House),Voting Centre,Mulgrave District,,,,36-42,Mackie,Road,Mulgrave,3170,80 C3,145.162444869766,-37.9265769646218
Castlemaine,Castlemaine Catholic Church Hall (St Mary's),Voting Centre,Bendigo West District,,,,Corner,Hargraves and Lyttleton,Streets,Castlemaine,3450,59 E3,144.219851,-37.064593
Spotswood,Spotswood Primary School,Voting Centre,Williamstown District,,,,,corner Reed Street and Melbourne,Road,Spotswood,3015,55 J1,144.881920000138,-37.8306299998766
Toorloo Arm,Toorloo Arm Primary School,Voting Centre,Gippsland East District,,,,315,Lake Tyers Beach,Road,Lake Tyers,3909,85 B7,148.050970000201,-37.8525399998771
Eynesbury,Eynesbury Discovery Centre,Voting Centre,Melton District,,,,479-481,Eynesbury,Road,Eynesbury,3338,226 H1,144.566607134456,-37.7887061215543
Toorak West,Geelong Grammar School - Toorak Campus,Voting Centre,Prahran District,,,,14,Douglas,Street,Toorak,3142,2M E6,145.008399466807,-37.8398529582101
South Yarra,Melbourne Girls Grammar Junior School,Voting Centre,Prahran District,,,,100,Caroline,Street,South Yarra,3141,2L F3,144.98883500014,-37.8353619998767
Tarneit North,Tarneit P-9 School,Voting Centre,Tarneit District,,,,Corner,Crossways Avenue and Brinbrook,Street,Tarneit,3029,202 D2,144.68073,-37.83651
Arcadia,Arcadia Community Centre,Voting Centre,Euroa District,,,,,Main,Street,Arcadia,3631,46 G3,145.333160050147,-36.5634030831846
Ballendella,Ballendella Community Hall,Voting Centre,Murray Plains District,,,,,Waterman,Lane,Ballendella,3561,31 C6,144.6513092668,-36.2985337415126
